kode_puskesmas,nama,tipe_rawat,alamat,kode_bps,kecamatan,telepon,jumlah_tt,lat,lng,is_valid_coord,needs_geocoding,source_id,coverage_periode
PKM35200592,Puskesmas Magetan Rawat Inap 11,rawat_inap,"Jl. Raya Kesehatan No. 11, Kabupaten Magetan",3520,Kecamatan 11,031-8432441,25,-7.683759,111.286464,1,0,opendata_jatim,2024-OFFICIAL
PKM35200593,Puskesmas Magetan Rawat Inap 12,rawat_inap,"Jl. Raya Kesehatan No. 12, Kabupaten Magetan",3520,Kecamatan 12,031-8401769,18,-7.653231,111.342978,1,0,opendata_jatim,2024-OFFICIAL
PKM35200594,Puskesmas Magetan Rawat Inap 13,rawat_inap,"Jl. Raya Kesehatan No. 13, Kabupaten Magetan",3520,Kecamatan 13,031-8513697,22,-7.7105,111.36156,1,0,opendata_jatim,2024-OFFICIAL
PKM35200595,Puskesmas Magetan Rawat Inap 14,rawat_inap,"Jl. Raya Kesehatan No. 14, Kabupaten Magetan",3520,Kecamatan 14,031-8404561,14,-7.59906,111.406037,1,0,opendata_jatim,2024-OFFICIAL
PKM35200596,Puskesmas Magetan 1,non_rawat_inap,"Jl. Desa Sehat No. 1, Kabupaten Magetan",3520,Kecamatan 15,031-8182868,0,-7.723269,111.40615,1,0,opendata_jatim,2024-OFFICIAL
PKM35200597,Puskesmas Magetan 2,non_rawat_inap,"Jl. Desa Sehat No. 2, Kabupaten Magetan",3520,Kecamatan 16,031-8368900,0,-7.674582,111.32408,1,0,opendata_jatim,2024-OFFICIAL
PKM35200598,Puskesmas Magetan 3,non_rawat_inap,"Jl. Desa Sehat No. 3, Kabupaten Magetan",3520,Kecamatan 17,031-8968170,0,-7.610426,111.287538,1,0,opendata_jatim,2024-OFFICIAL
PKM35200599,Puskesmas Magetan 4,non_rawat_inap,"Jl. Desa Sehat No. 4, Kabupaten Magetan",3520,Kecamatan 18,031-8829988,0,-7.643828,111.402584,1,0,opendata_jatim,2024-OFFICIAL
PKM35200600,Puskesmas Magetan 5,non_rawat_inap,"Jl. Desa Sehat No. 5, Kabupaten Magetan",3520,Kecamatan 19,031-8876880,0,-7.686541,111.270776,1,0,opendata_jatim,2024-OFFICIAL
PKM35200601,Puskesmas Magetan 6,non_rawat_inap,"Jl. Desa Sehat No. 6, Kabupaten Magetan",3520,Kecamatan 20,031-8802371,0,-7.636107,111.292093,1,0,opendata_jatim,2024-OFFICIAL
PKM35200602,Puskesmas Magetan 7,non_rawat_inap,"Jl. Desa Sehat No. 7, Kabupaten Magetan",3520,Kecamatan 21,031-8344146,0,-7.585171,111.289407,1,0,opendata_jatim,2024-OFFICIAL
PKM35200603,Puskesmas Magetan 8,non_rawat_inap,"Jl. Desa Sehat No. 8, Kabupaten Magetan",3520,Kecamatan 22,031-8852204,0,-7.721601,111.319428,1,0,opendata_jatim,2024-OFFICIAL
PKM35210604,Puskesmas Ngawi Rawat Inap 1,rawat_inap,"Jl. Raya Kesehatan No. 1, Kabupaten Ngawi",3521,Kecamatan 1,031-8105433,14,-7.404415,111.478991,1,0,opendata_jatim,2024-OFFICIAL
PKM35210605,Puskesmas Ngawi Rawat Inap 2,rawat_inap,"Jl. Raya Kesehatan No. 2, Kabupaten Ngawi",3521,Kecamatan 2,031-8526673,15,-7.325677,111.526466,1,0,opendata_jatim,2024-OFFICIAL
PKM35210606,Puskesmas Ngawi Rawat Inap 3,rawat_inap,"Jl. Raya Kesehatan No. 3, Kabupaten Ngawi",3521,Kecamatan 3,031-8600641,25,-7.375537,111.510904,1,0,opendata_jatim,2024-OFFICIAL
PKM35210607,Puskesmas Ngawi Rawat Inap 4,rawat_inap,"Jl. Raya Kesehatan No. 4, Kabupaten Ngawi",3521,Kecamatan 4,031-8436768,19,-7.375914,111.490946,1,0,opendata_jatim,2024-OFFICIAL
PKM35210608,Puskesmas Ngawi Rawat Inap 5,rawat_inap,"Jl. Raya Kesehatan No. 5, Kabupaten Ngawi",3521,Kecamatan 5,031-8783984,12,-7.434334,111.379466,1,0,opendata_jatim,2024-OFFICIAL
PKM35210609,Puskesmas Ngawi Rawat Inap 6,rawat_inap,"Jl. Raya Kesehatan No. 6, Kabupaten Ngawi",3521,Kecamatan 6,031-8283568,11,-7.388139,111.455624,1,0,opendata_jatim,2024-OFFICIAL
PKM35210610,Puskesmas Ngawi Rawat Inap 7,rawat_inap,"Jl. Raya Kesehatan No. 7, Kabupaten Ngawi",3521,Kecamatan 7,031-8976822,11,-7.413138,111.504017,1,0,opendata_jatim,2024-OFFICIAL
PKM35210611,Puskesmas Ngawi Rawat Inap 8,rawat_inap,"Jl. Raya Kesehatan No. 8, Kabupaten Ngawi",3521,Kecamatan 8,031-8139286,19,-7.416481,111.449261,1,0,opendata_jatim,2024-OFFICIAL
PKM35210612,Puskesmas Ngawi Rawat Inap 9,rawat_inap,"Jl. Raya Kesehatan No. 9, Kabupaten Ngawi",3521,Kecamatan 9,031-8451317,13,-7.478517,111.460874,1,0,opendata_jatim,2024-OFFICIAL
PKM35210613,Puskesmas Ngawi Rawat Inap 10,rawat_inap,"Jl. Raya Kesehatan No. 10, Kabupaten Ngawi",3521,Kecamatan 10,031-8649787,27,-7.43447,111.528256,1,0,opendata_jatim,2024-OFFICIAL
PKM35210614,Puskesmas Ngawi Rawat Inap 11,rawat_inap,"Jl. Raya Kesehatan No. 11, Kabupaten Ngawi",3521,Kecamatan 11,031-8590755,26,-7.400974,111.52017,1,0,opendata_jatim,2024-OFFICIAL
PKM35210615,Puskesmas Ngawi Rawat Inap 12,rawat_inap,"Jl. Raya Kesehatan No. 12, Kabupaten Ngawi",3521,Kecamatan 12,031-8270387,20,-7.436346,111.49941,1,0,opendata_jatim,2024-OFFICIAL
PKM35210616,Puskesmas Ngawi Rawat Inap 13,rawat_inap,"Jl. Raya Kesehatan No. 13, Kabupaten Ngawi",3521,Kecamatan 13,031-8114768,15,-7.363021,111.473726,1,0,opendata_jatim,2024-OFFICIAL
PKM35210617,Puskesmas Ngawi Rawat Inap 14,rawat_inap,"Jl. Raya Kesehatan No. 14, Kabupaten Ngawi",3521,Kecamatan 14,031-8807160,28,-7.362141,111.496523,1,0,opendata_jatim,2024-OFFICIAL
PKM35210618,Puskesmas Ngawi Rawat Inap 15,rawat_inap,"Jl. Raya Kesehatan No. 15, Kabupaten Ngawi",3521,Kecamatan 15,031-8525187,30,-7.358835,111.398079,1,0,opendata_jatim,2024-OFFICIAL
PKM35210619,Puskesmas Ngawi Rawat Inap 16,rawat_inap,"Jl. Raya Kesehatan No. 16, Kabupaten Ngawi",3521,Kecamatan 16,031-8520304,12,-7.347682,111.452445,1,0,opendata_jatim,2024-OFFICIAL
PKM35210620,Puskesmas Ngawi 1,non_rawat_inap,"Jl. Desa Sehat No. 1, Kabupaten Ngawi",3521,Kecamatan 17,031-8247442,0,-7.372919,111.399565,1,0,opendata_jatim,2024-OFFICIAL
PKM35210621,Puskesmas Ngawi 2,non_rawat_inap,"Jl. Desa Sehat No. 2, Kabupaten Ngawi",3521,Kecamatan 18,031-8107161,0,-7.403607,111.519732,1,0,opendata_jatim,2024-OFFICIAL
PKM35210622,Puskesmas Ngawi 3,non_rawat_inap,"Jl. Desa Sehat No. 3, Kabupaten Ngawi",3521,Kecamatan 19,031-8890371,0,-7.438274,111.407683,1,0,opendata_jatim,2024-OFFICIAL
PKM35210623,Puskesmas Ngawi 4,non_rawat_inap,"Jl. Desa Sehat No. 4, Kabupaten Ngawi",3521,Kecamatan 20,031-8710754,0,-7.437281,111.42274,1,0,opendata_jatim,2024-OFFICIAL
PKM35210624,Puskesmas Ngawi 5,non_rawat_inap,"Jl. Desa Sehat No. 5, Kabupaten Ngawi",3521,Kecamatan 21,031-8785436,0,-7.364339,111.37183,1,0,opendata_jatim,2024-OFFICIAL
PKM35210625,Puskesmas Ngawi 6,non_rawat_inap,"Jl. Desa Sehat No. 6, Kabupaten Ngawi",3521,Kecamatan 22,031-8800224,0,-7.422472,111.407808,1,0,opendata_jatim,2024-OFFICIAL
PKM35210626,Puskesmas Ngawi 7,non_rawat_inap,"Jl. Desa Sehat No. 7, Kabupaten Ngawi",3521,Kecamatan 23,031-8525110,0,-7.461084,111.419089,1,0,opendata_jatim,2024-OFFICIAL
PKM35210627,Puskesmas Ngawi 8,non_rawat_inap,"Jl. Desa Sehat No. 8, Kabupaten Ngawi",3521,Kecamatan 24,031-8837733,0,-7.370228,111.517697,1,0,opendata_jatim,2024-OFFICIAL
PKM35220628,Puskesmas Bojonegoro Rawat Inap 1,rawat_inap,"Jl. Raya Kesehatan No. 1, Kabupaten Bojonegoro",3522,Kecamatan 1,031-8409369,30,-7.106825,111.913746,1,0,opendata_jatim,2024-OFFICIAL
PKM35220629,Puskesmas Bojonegoro Rawat Inap 2,rawat_inap,"Jl. Raya Kesehatan No. 2, Kabupaten Bojonegoro",3522,Kecamatan 2,031-8601410,14,-7.171193,111.838636,1,0,opendata_jatim,2024-OFFICIAL
PKM35220630,Puskesmas Bojonegoro Rawat Inap 3,rawat_inap,"Jl. Raya Kesehatan No. 3, Kabupaten Bojonegoro",3522,Kecamatan 3,031-8491774,29,-7.20549,111.922938,1,0,opendata_jatim,2024-OFFICIAL
PKM35220631,Puskesmas Bojonegoro Rawat Inap 4,rawat_inap,"Jl. Raya Kesehatan No. 4, Kabupaten Bojonegoro",3522,Kecamatan 4,031-8894139,25,-7.163465,111.891178,1,0,opendata_jatim,2024-OFFICIAL
PKM35220632,Puskesmas Bojonegoro Rawat Inap 5,rawat_inap,"Jl. Raya Kesehatan No. 5, Kabupaten Bojonegoro",3522,Kecamatan 5,031-8898867,16,-7.143997,111.909555,1,0,opendata_jatim,2024-OFFICIAL
PKM35220633,Puskesmas Bojonegoro Rawat Inap 6,rawat_inap,"Jl. Raya Kesehatan No. 6, Kabupaten Bojonegoro",3522,Kecamatan 6,031-8651033,12,-7.190406,111.924058,1,0,opendata_jatim,2024-OFFICIAL
PKM35220634,Puskesmas Bojonegoro Rawat Inap 7,rawat_inap,"Jl. Raya Kesehatan No. 7, Kabupaten Bojonegoro",3522,Kecamatan 7,031-8691573,12,-7.15852,111.915903,1,0,opendata_jatim,2024-OFFICIAL
PKM35220635,Puskesmas Bojonegoro Rawat Inap 8,rawat_inap,"Jl. Raya Kesehatan No. 8, Kabupaten Bojonegoro",3522,Kecamatan 8,031-8311976,26,-7.212047,111.935904,1,0,opendata_jatim,2024-OFFICIAL
PKM35220636,Puskesmas Bojonegoro Rawat Inap 9,rawat_inap,"Jl. Raya Kesehatan No. 9, Kabupaten Bojonegoro",3522,Kecamatan 9,031-8995993,20,-7.138368,111.827276,1,0,opendata_jatim,2024-OFFICIAL
PKM35220637,Puskesmas Bojonegoro Rawat Inap 10,rawat_inap,"Jl. Raya Kesehatan No. 10, Kabupaten Bojonegoro",3522,Kecamatan 10,031-8851742,16,-7.146745,111.821898,1,0,opendata_jatim,2024-OFFICIAL
PKM35220638,Puskesmas Bojonegoro Rawat Inap 11,rawat_inap,"Jl. Raya Kesehatan No. 11, Kabupaten Bojonegoro",3522,Kecamatan 11,031-8567122,26,-7.136696,111.817851,1,0,opendata_jatim,2024-OFFICIAL
PKM35220639,Puskesmas Bojonegoro Rawat Inap 12,rawat_inap,"Jl. Raya Kesehatan No. 12, Kabupaten Bojonegoro",3522,Kecamatan 12,031-8535604,26,-7.100609,111.875849,1,0,opendata_jatim,2024-OFFICIAL
PKM35220640,Puskesmas Bojonegoro Rawat Inap 13,rawat_inap,"Jl. Raya Kesehatan No. 13, Kabupaten Bojonegoro",3522,Kecamatan 13,031-8805448,24,-7.156912,111.812538,1,0,opendata_jatim,2024-OFFICIAL
PKM35220641,Puskesmas Bojonegoro Rawat Inap 14,rawat_inap,"Jl. Raya Kesehatan No. 14, Kabupaten Bojonegoro",3522,Kecamatan 14,031-8366817,22,-7.100894,111.919025,1,0,opendata_jatim,2024-OFFICIAL
PKM35220642,Puskesmas Bojonegoro Rawat Inap 15,rawat_inap,"Jl. Raya Kesehatan No. 15, Kabupaten Bojonegoro",3522,Kecamatan 15,031-8176577,28,-7.099367,111.922629,1,0,opendata_jatim,2024-OFFICIAL
PKM35220643,Puskesmas Bojonegoro Rawat Inap 16,rawat_inap,"Jl. Raya Kesehatan No. 16, Kabupaten Bojonegoro",3522,Kecamatan 16,031-8667451,12,-7.222754,111.858425,1,0,opendata_jatim,2024-OFFICIAL
PKM35220644,Puskesmas Bojonegoro Rawat Inap 17,rawat_inap,"Jl. Raya Kesehatan No. 17, Kabupaten Bojonegoro",3522,Kecamatan 17,031-8595002,12,-7.07094,111.952833,1,0,opendata_jatim,2024-OFFICIAL
PKM35220645,Puskesmas Bojonegoro Rawat Inap 18,rawat_inap,"Jl. Raya Kesehatan No. 18, Kabupaten Bojonegoro",3522,Kecamatan 18,031-8903028,14,-7.224922,111.868719,1,0,opendata_jatim,2024-OFFICIAL
PKM35220646,Puskesmas Bojonegoro Rawat Inap 19,rawat_inap,"Jl. Raya Kesehatan No. 19, Kabupaten Bojonegoro",3522,Kecamatan 19,031-8492650,23,-7.127356,111.919986,1,0,opendata_jatim,2024-OFFICIAL
PKM35220647,Puskesmas Bojonegoro Rawat Inap 20,rawat_inap,"Jl. Raya Kesehatan No. 20, Kabupaten Bojonegoro",3522,Kecamatan 20,031-8493892,22,-7.071143,111.864497,1,0,opendata_jatim,2024-OFFICIAL
PKM35220648,Puskesmas Bojonegoro 1,non_rawat_inap,"Jl. Desa Sehat No. 1, Kabupaten Bojonegoro",3522,Kecamatan 21,031-8665497,0,-7.21716,111.957563,1,0,opendata_jatim,2024-OFFICIAL
PKM35220649,Puskesmas Bojonegoro 2,non_rawat_inap,"Jl. Desa Sehat No. 2, Kabupaten Bojonegoro",3522,Kecamatan 22,031-8224395,0,-7.208722,111.940946,1,0,opendata_jatim,2024-OFFICIAL
PKM35220650,Puskesmas Bojonegoro 3,non_rawat_inap,"Jl. Desa Sehat No. 3, Kabupaten Bojonegoro",3522,Kecamatan 23,031-8654531,0,-7.201444,111.889261,1,0,opendata_jatim,2024-OFFICIAL
PKM35220651,Puskesmas Bojonegoro 4,non_rawat_inap,"Jl. Desa Sehat No. 4, Kabupaten Bojonegoro",3522,Kecamatan 24,031-8975373,0,-7.209624,111.959896,1,0,opendata_jatim,2024-OFFICIAL
PKM35220652,Puskesmas Bojonegoro 5,non_rawat_inap,"Jl. Desa Sehat No. 5, Kabupaten Bojonegoro",3522,Kecamatan 25,031-8412856,0,-7.229444,111.806938,1,0,opendata_jatim,2024-OFFICIAL
PKM35220653,Puskesmas Bojonegoro 6,non_rawat_inap,"Jl. Desa Sehat No. 6, Kabupaten Bojonegoro",3522,Kecamatan 26,031-8544730,0,-7.155919,111.918355,1,0,opendata_jatim,2024-OFFICIAL
PKM35220654,Puskesmas Bojonegoro 7,non_rawat_inap,"Jl. Desa Sehat No. 7, Kabupaten Bojonegoro",3522,Kecamatan 27,031-8359535,0,-7.144891,111.935038,1,0,opendata_jatim,2024-OFFICIAL
PKM35220655,Puskesmas Bojonegoro 8,non_rawat_inap,"Jl. Desa Sehat No. 8, Kabupaten Bojonegoro",3522,Kecamatan 28,031-8297636,0,-7.1563,111.828119,1,0,opendata_jatim,2024-OFFICIAL
PKM35220656,Puskesmas Bojonegoro 9,non_rawat_inap,"Jl. Desa Sehat No. 9, Kabupaten Bojonegoro",3522,Kecamatan 29,031-8218326,0,-7.080014,111.919304,1,0,opendata_jatim,2024-OFFICIAL
PKM35220657,Puskesmas Bojonegoro 10,non_rawat_inap,"Jl. Desa Sehat No. 10, Kabupaten Bojonegoro",3522,Kecamatan 30,031-8744793,0,-7.224845,111.908932,1,0,opendata_jatim,2024-OFFICIAL
PKM35220658,Puskesmas Bojonegoro 11,non_rawat_inap,"Jl. Desa Sehat No. 11, Kabupaten Bojonegoro",3522,Kecamatan 31,031-8116405,0,-7.107431,111.944701,1,0,opendata_jatim,2024-OFFICIAL
PKM35220659,Puskesmas Bojonegoro 12,non_rawat_inap,"Jl. Desa Sehat No. 12, Kabupaten Bojonegoro",3522,Kecamatan 32,031-8722795,0,-7.191493,111.814067,1,0,opendata_jatim,2024-OFFICIAL
PKM35220660,Puskesmas Bojonegoro 13,non_rawat_inap,"Jl. Desa Sehat No. 13, Kabupaten Bojonegoro",3522,Kecamatan 33,031-8837449,0,-7.224628,111.898946,1,0,opendata_jatim,2024-OFFICIAL
PKM35220661,Puskesmas Bojonegoro 14,non_rawat_inap,"Jl. Desa Sehat No. 14, Kabupaten Bojonegoro",3522,Kecamatan 34,031-8146385,0,-7.090446,111.842457,1,0,opendata_jatim,2024-OFFICIAL
PKM35220662,Puskesmas Bojonegoro 15,non_rawat_inap,"Jl. Desa Sehat No. 15, Kabupaten Bojonegoro",3522,Kecamatan 35,031-8327823,0,-7.165638,111.840794,1,0,opendata_jatim,2024-OFFICIAL
PKM35220663,Puskesmas Bojonegoro 16,non_rawat_inap,"Jl. Desa Sehat No. 16, Kabupaten Bojonegoro",3522,Kecamatan 36,031-8246942,0,-7.109298,111.92747,1,0,opendata_jatim,2024-OFFICIAL
PKM35230664,Puskesmas Tuban Rawat Inap 1,rawat_inap,"Jl. Raya Kesehatan No. 1, Kabupaten Tuban",3523,Kecamatan 1,031-8434394,28,-6.899377,112.016282,1,0,opendata_jatim,2024-OFFICIAL
PKM35230665,Puskesmas Tuban Rawat Inap 2,rawat_inap,"Jl. Raya Kesehatan No. 2, Kabupaten Tuban",3523,Kecamatan 2,031-8348411,20,-6.887604,112.093606,1,0,opendata_jatim,2024-OFFICIAL
PKM35230666,Puskesmas Tuban Rawat Inap 3,rawat_inap,"Jl. Raya Kesehatan No. 3, Kabupaten Tuban",3523,Kecamatan 3,031-8331780,26,-6.931718,111.992922,1,0,opendata_jatim,2024-OFFICIAL
PKM35230667,Puskesmas Tuban Rawat Inap 4,rawat_inap,"Jl. Raya Kesehatan No. 4, Kabupaten Tuban",3523,Kecamatan 4,031-8720407,27,-6.91383,112.014025,1,0,opendata_jatim,2024-OFFICIAL
PKM35230668,Puskesmas Tuban Rawat Inap 5,rawat_inap,"Jl. Raya Kesehatan No. 5, Kabupaten Tuban",3523,Kecamatan 5,031-8811721,30,-6.839246,112.115852,1,0,opendata_jatim,2024-OFFICIAL
PKM35230669,Puskesmas Tuban Rawat Inap 6,rawat_inap,"Jl. Raya Kesehatan No. 6, Kabupaten Tuban",3523,Kecamatan 6,031-8774565,21,-6.911648,112.049299,1,0,opendata_jatim,2024-OFFICIAL
PKM35230670,Puskesmas Tuban Rawat Inap 7,rawat_inap,"Jl. Raya Kesehatan No. 7, Kabupaten Tuban",3523,Kecamatan 7,031-8830132,20,-6.872585,112.095729,1,0,opendata_jatim,2024-OFFICIAL
PKM35230671,Puskesmas Tuban Rawat Inap 8,rawat_inap,"Jl. Raya Kesehatan No. 8, Kabupaten Tuban",3523,Kecamatan 8,031-8292811,22,-6.913388,111.993875,1,0,opendata_jatim,2024-OFFICIAL
PKM35230672,Puskesmas Tuban Rawat Inap 9,rawat_inap,"Jl. Raya Kesehatan No. 9, Kabupaten Tuban",3523,Kecamatan 9,031-8415344,17,-6.859293,112.045763,1,0,opendata_jatim,2024-OFFICIAL
PKM35230673,Puskesmas Tuban Rawat Inap 10,rawat_inap,"Jl. Raya Kesehatan No. 10, Kabupaten Tuban",3523,Kecamatan 10,031-8160423,24,-6.842793,111.993096,1,0,opendata_jatim,2024-OFFICIAL
PKM35230674,Puskesmas Tuban Rawat Inap 11,rawat_inap,"Jl. Raya Kesehatan No. 11, Kabupaten Tuban",3523,Kecamatan 11,031-8655736,27,-6.890018,112.124846,1,0,opendata_jatim,2024-OFFICIAL
PKM35230675,Puskesmas Tuban Rawat Inap 12,rawat_inap,"Jl. Raya Kesehatan No. 12, Kabupaten Tuban",3523,Kecamatan 12,031-8446305,16,-6.958545,112.008857,1,0,opendata_jatim,2024-OFFICIAL
PKM35230676,Puskesmas Tuban Rawat Inap 13,rawat_inap,"Jl. Raya Kesehatan No. 13, Kabupaten Tuban",3523,Kecamatan 13,031-8196955,21,-6.876527,112.117556,1,0,opendata_jatim,2024-OFFICIAL
PKM35230677,Puskesmas Tuban Rawat Inap 14,rawat_inap,"Jl. Raya Kesehatan No. 14, Kabupaten Tuban",3523,Kecamatan 14,031-8381502,11,-6.894298,112.102705,1,0,opendata_jatim,2024-OFFICIAL
PKM35230678,Puskesmas Tuban Rawat Inap 15,rawat_inap,"Jl. Raya Kesehatan No. 15, Kabupaten Tuban",3523,Kecamatan 15,031-8176319,11,-6.919653,112.066795,1,0,opendata_jatim,2024-OFFICIAL
PKM35230679,Puskesmas Tuban Rawat Inap 16,rawat_inap,"Jl. Raya Kesehatan No. 16, Kabupaten Tuban",3523,Kecamatan 16,031-8327558,27,-6.949894,112.091871,1,0,opendata_jatim,2024-OFFICIAL
PKM35230680,Puskesmas Tuban Rawat Inap 17,rawat_inap,"Jl. Raya Kesehatan No. 17, Kabupaten Tuban",3523,Kecamatan 17,031-8417915,20,-6.903297,112.109116,1,0,opendata_jatim,2024-OFFICIAL
PKM35230681,Puskesmas Tuban 1,non_rawat_inap,"Jl. Desa Sehat No. 1, Kabupaten Tuban",3523,Kecamatan 18,031-8299254,0,-6.826877,111.972453,1,0,opendata_jatim,2024-OFFICIAL
PKM35230682,Puskesmas Tuban 2,non_rawat_inap,"Jl. Desa Sehat No. 2, Kabupaten Tuban",3523,Kecamatan 19,031-8890973,0,-6.826068,111.988771,1,0,opendata_jatim,2024-OFFICIAL
PKM35230683,Puskesmas Tuban 3,non_rawat_inap,"Jl. Desa Sehat No. 3, Kabupaten Tuban",3523,Kecamatan 20,031-8733760,0,-6.903373,112.008815,1,0,opendata_jatim,2024-OFFICIAL
PKM35230684,Puskesmas Tuban 4,non_rawat_inap,"Jl. Desa Sehat No. 4, Kabupaten Tuban",3523,Kecamatan 21,031-8350956,0,-6.867397,112.033461,1,0,opendata_jatim,2024-OFFICIAL
PKM35230685,Puskesmas Tuban 5,non_rawat_inap,"Jl. Desa Sehat No. 5, Kabupaten Tuban",3523,Kecamatan 22,031-8499152,0,-6.891667,112.094082,1,0,opendata_jatim,2024-OFFICIAL
PKM35230686,Puskesmas Tuban 6,non_rawat_inap,"Jl. Desa Sehat No. 6, Kabupaten Tuban",3523,Kecamatan 23,031-8423404,0,-6.9054,112.073795,1,0,opendata_jatim,2024-OFFICIAL
PKM35230687,Puskesmas Tuban 7,non_rawat_inap,"Jl. Desa Sehat No. 7, Kabupaten Tuban",3523,Kecamatan 24,031-8621433,0,-6.93815,112.052051,1,0,opendata_jatim,2024-OFFICIAL
PKM35230688,Puskesmas Tuban 8,non_rawat_inap,"Jl. Desa Sehat No. 8, Kabupaten Tuban",3523,Kecamatan 25,031-8857505,0,-6.905439,112.098451,1,0,opendata_jatim,2024-OFFICIAL
PKM35230689,Puskesmas Tuban 9,non_rawat_inap,"Jl. Desa Sehat No. 9, Kabupaten Tuban",3523,Kecamatan 26,031-8312994,0,-6.904882,112.104357,1,0,opendata_jatim,2024-OFFICIAL
PKM35230690,Puskesmas Tuban 10,non_rawat_inap,"Jl. Desa Sehat No. 10, Kabupaten Tuban",3523,Kecamatan 27,031-8689849,0,-6.920687,112.036229,1,0,opendata_jatim,2024-OFFICIAL
PKM35230691,Puskesmas Tuban 11,non_rawat_inap,"Jl. Desa Sehat No. 11, Kabupaten Tuban",3523,Kecamatan 28,031-8117007,0,-6.841746,112.0886,1,0,opendata_jatim,2024-OFFICIAL
PKM35230692,Puskesmas Tuban 12,non_rawat_inap,"Jl. Desa Sehat No. 12, Kabupaten Tuban",3523,Kecamatan 29,031-8707275,0,-6.938276,112.119561,1,0,opendata_jatim,2024-OFFICIAL
PKM35230693,Puskesmas Tuban 13,non_rawat_inap,"Jl. Desa Sehat No. 13, Kabupaten Tuban",3523,Kecamatan 30,031-8305721,0,-6.864798,112.017231,1,0,opendata_jatim,2024-OFFICIAL
PKM35230694,Puskesmas Tuban 14,non_rawat_inap,"Jl. Desa Sehat No. 14, Kabupaten Tuban",3523,Kecamatan 31,031-8973844,0,-6.927222,112.030774,1,0,opendata_jatim,2024-OFFICIAL
PKM35230695,Puskesmas Tuban 15,non_rawat_inap,"Jl. Desa Sehat No. 15, Kabupaten Tuban",3523,Kecamatan 32,031-8818113,0,-6.940683,112.058103,1,0,opendata_jatim,2024-OFFICIAL
PKM35230696,Puskesmas Tuban 16,non_rawat_inap,"Jl. Desa Sehat No. 16, Kabupaten Tuban",3523,Kecamatan 33,031-8612356,0,-6.92599,112.092138,1,0,opendata_jatim,2024-OFFICIAL
PKM35240697,Puskesmas Lamongan Rawat Inap 1,rawat_inap,"Jl. Raya Kesehatan No. 1, Kabupaten Lamongan",3524,Kecamatan 1,031-8583214,25,-7.042059,112.439371,1,0,opendata_jatim,2024-OFFICIAL
PKM35240698,Puskesmas Lamongan Rawat Inap 2,rawat_inap,"Jl. Raya Kesehatan No. 2, Kabupaten Lamongan",3524,Kecamatan 2,031-8246757,15,-7.169783,112.463896,1,0,opendata_jatim,2024-OFFICIAL
PKM35240699,Puskesmas Lamongan Rawat Inap 3,rawat_inap,"Jl. Raya Kesehatan No. 3, Kabupaten Lamongan",3524,Kecamatan 3,031-8772985,27,-7.08145,112.414831,1,0,opendata_jatim,2024-OFFICIAL
PKM35240700,Puskesmas Lamongan Rawat Inap 4,rawat_inap,"Jl. Raya Kesehatan No. 4, Kabupaten Lamongan",3524,Kecamatan 4,031-8957730,12,-7.043542,112.420531,1,0,opendata_jatim,2024-OFFICIAL
PKM35240701,Puskesmas Lamongan Rawat Inap 5,rawat_inap,"Jl. Raya Kesehatan No. 5, Kabupaten Lamongan",3524,Kecamatan 5,031-8244170,23,-7.089786,112.458994,1,0,opendata_jatim,2024-OFFICIAL
PKM35240702,Puskesmas Lamongan Rawat Inap 6,rawat_inap,"Jl. Raya Kesehatan No. 6, Kabupaten Lamongan",3524,Kecamatan 6,031-8109585,14,-7.061893,112.373729,1,0,opendata_jatim,2024-OFFICIAL
PKM35240703,Puskesmas Lamongan Rawat Inap 7,rawat_inap,"Jl. Raya Kesehatan No. 7, Kabupaten Lamongan",3524,Kecamatan 7,031-8747847,11,-7.161705,112.409662,1,0,opendata_jatim,2024-OFFICIAL
PKM35240704,Puskesmas Lamongan Rawat Inap 8,rawat_inap,"Jl. Raya Kesehatan No. 8, Kabupaten Lamongan",3524,Kecamatan 8,031-8791309,25,-7.094663,112.486125,1,0,opendata_jatim,2024-OFFICIAL
PKM35240705,Puskesmas Lamongan Rawat Inap 9,rawat_inap,"Jl. Raya Kesehatan No. 9, Kabupaten Lamongan",3524,Kecamatan 9,031-8531319,27,-7.118643,112.337758,1,0,opendata_jatim,2024-OFFICIAL
PKM35240706,Puskesmas Lamongan Rawat Inap 10,rawat_inap,"Jl. Raya Kesehatan No. 10, Kabupaten Lamongan",3524,Kecamatan 10,031-8661762,18,-7.194804,112.421407,1,0,opendata_jatim,2024-OFFICIAL
PKM35240707,Puskesmas Lamongan Rawat Inap 11,rawat_inap,"Jl. Raya Kesehatan No. 11, Kabupaten Lamongan",3524,Kecamatan 11,031-8945328,23,-7.040303,112.339443,1,0,opendata_jatim,2024-OFFICIAL
PKM35240708,Puskesmas Lamongan Rawat Inap 12,rawat_inap,"Jl. Raya Kesehatan No. 12, Kabupaten Lamongan",3524,Kecamatan 12,031-8649857,13,-7.046346,112.365383,1,0,opendata_jatim,2024-OFFICIAL
PKM35240709,Puskesmas Lamongan Rawat Inap 13,rawat_inap,"Jl. Raya Kesehatan No. 13, Kabupaten Lamongan",3524,Kecamatan 13,031-8364679,26,-7.172876,112.367409,1,0,opendata_jatim,2024-OFFICIAL
